benchmark,job_n,mc_n,instance_i,agent_type,action_type,state_type,rule,makespan,run_t,mean_transit_t,decision_n
SWV,20,15,3,rule,single_mc_buffer_being,simple,STT,2560,0.307,0.0021,147
SWV,20,15,3,rule,single_mc_buffer_being,simple,LTT,2315,0.3648,0.0018,204
SWV,20,15,3,rule,single_mc_buffer_being,simple,LOR,2523,0.3199,0.0021,154
SWV,20,15,3,rule,single_mc_buffer_being,simple,MOR,2699,0.3588,0.0017,206
SWV,20,15,4,rule,single_mc_buffer_being,simple,SPT,2494,0.3409,0.0019,177
SWV,20,15,4,rule,single_mc_buffer_being,simple,LPT,2711,0.305,0.002,154
SWV,20,15,4,rule,single_mc_buffer_being,simple,SRPT,2649,0.3259,0.002,163
SWV,20,15,4,rule,single_mc_buffer_being,simple,LRPT,2320,0.3797,0.0017,222
SWV,20,15,4,rule,single_mc_buffer_being,simple,STT,2499,0.3319,0.0021,161
SWV,20,15,4,rule,single_mc_buffer_being,simple,LTT,2343,0.3827,0.0017,219
SWV,20,15,4,rule,single_mc_buffer_being,simple,LOR,2606,0.316,0.0021,151
SWV,20,15,4,rule,single_mc_buffer_being,simple,MOR,2534,0.3837,0.0017,229
SWV,50,10,0,rule,single_mc_buffer_being,simple,SPT,4314,1.1204,0.0028,399
SWV,50,10,0,rule,single_mc_buffer_being,simple,LPT,4826,1.0614,0.0028,374
SWV,50,10,0,rule,single_mc_buffer_being,simple,SRPT,4392,1.0684,0.0029,373
SWV,50,10,0,rule,single_mc_buffer_being,simple,LRPT,4372,1.1905,0.0027,438
SWV,50,10,0,rule,single_mc_buffer_being,simple,STT,4440,1.0332,0.0029,356
SWV,50,10,0,rule,single_mc_buffer_being,simple,LTT,4292,1.2248,0.0026,467
SWV,50,10,0,rule,single_mc_buffer_being,simple,LOR,4035,1.1063,0.0028,401
SWV,50,10,0,rule,single_mc_buffer_being,simple,MOR,4691,1.2289,0.0026,469
SWV,50,10,1,rule,single_mc_buffer_being,simple,SPT,4145,1.1242,0.0028,395
SWV,50,10,1,rule,single_mc_buffer_being,simple,LPT,4308,1.0589,0.0028,375
SWV,50,10,1,rule,single_mc_buffer_being,simple,SRPT,4202,1.0605,0.0029,365
SWV,50,10,1,rule,single_mc_buffer_being,simple,LRPT,4459,1.1641,0.0027,437
SWV,50,10,1,rule,single_mc_buffer_being,simple,STT,4344,1.0445,0.0029,355
SWV,50,10,1,rule,single_mc_buffer_being,simple,LTT,4373,1.203,0.0026,461
SWV,50,10,1,rule,single_mc_buffer_being,simple,LOR,4065,1.0558,0.0028,371
SWV,50,10,1,rule,single_mc_buffer_being,simple,MOR,4855,1.2267,0.0026,476
SWV,50,10,2,rule,single_mc_buffer_being,simple,SPT,4361,1.1184,0.0028,404
SWV,50,10,2,rule,single_mc_buffer_being,simple,LPT,4675,1.0205,0.0029,353
SWV,50,10,2,rule,single_mc_buffer_being,simple,SRPT,4401,1.0007,0.0031,327
SWV,50,10,2,rule,single_mc_buffer_being,simple,LRPT,4497,1.1791,0.0027,439
SWV,50,10,2,rule,single_mc_buffer_being,simple,STT,4450,1.0315,0.0029,355
SWV,50,10,2,rule,single_mc_buffer_being,simple,LTT,4579,1.2149,0.0026,460
SWV,50,10,2,rule,single_mc_buffer_being,simple,LOR,4372,1.0555,0.0028,373
SWV,50,10,2,rule,single_mc_buffer_being,simple,MOR,4917,1.2215,0.0026,463
SWV,50,10,3,rule,single_mc_buffer_being,simple,SPT,4266,1.1263,0.0028,405
SWV,50,10,3,rule,single_mc_buffer_being,simple,LPT,4693,1.035,0.0028,366
SWV,50,10,3,rule,single_mc_buffer_being,simple,SRPT,4268,1.0864,0.0029,374
SWV,50,10,3,rule,single_mc_buffer_being,simple,LRPT,4240,1.221,0.0027,454
SWV,50,10,3,rule,single_mc_buffer_being,simple,STT,4165,1.0355,0.0029,362
SWV,50,10,3,rule,single_mc_buffer_being,simple,LTT,4222,1.2369,0.0027,465
SWV,50,10,3,rule,single_mc_buffer_being,simple,LOR,4006,1.0565,0.0028,379
SWV,50,10,3,rule,single_mc_buffer_being,simple,MOR,4778,1.2379,0.0026,477
SWV,50,10,4,rule,single_mc_buffer_being,simple,SPT,4373,1.0993,0.0028,389
SWV,50,10,4,rule,single_mc_buffer_being,simple,LPT,4642,1.043,0.0029,363
SWV,50,10,4,rule,single_mc_buffer_being,simple,SRPT,3938,1.0565,0.0029,362
SWV,50,10,4,rule,single_mc_buffer_being,simple,LRPT,4405,1.2143,0.0026,461
SWV,50,10,4,rule,single_mc_buffer_being,simple,STT,4291,0.98,0.003,323
SWV,50,10,4,rule,single_mc_buffer_being,simple,LTT,4373,1.2408,0.0027,465
SWV,50,10,4,rule,single_mc_buffer_being,simple,LOR,4032,1.0658,0.0028,380
SWV,50,10,4,rule,single_mc_buffer_being,simple,MOR,4934,1.2418,0.0026,479
SWV,50,10,5,rule,single_mc_buffer_being,simple,SPT,3970,1.1422,0.0027,420
SWV,50,10,5,rule,single_mc_buffer_being,simple,LPT,3430,1.0409,0.0028,374
SWV,50,10,5,rule,single_mc_buffer_being,simple,SRPT,3903,1.0674,0.0028,379
SWV,50,10,5,rule,single_mc_buffer_being,simple,LRPT,2931,1.1781,0.0026,446
SWV,50,10,5,rule,single_mc_buffer_being,simple,STT,3746,1.0585,0.0028,378
SWV,50,10,5,rule,single_mc_buffer_being,simple,LTT,2924,1.186,0.0025,466
SWV,50,10,5,rule,single_mc_buffer_being,simple,LOR,3916,1.1292,0.0029,386
SWV,50,10,5,rule,single_mc_buffer_being,simple,MOR,2924,1.1947,0.0026,454
SWV,50,10,6,rule,single_mc_buffer_being,simple,SPT,3543,1.1492,0.0028,412
SWV,50,10,6,rule,single_mc_buffer_being,simple,LPT,3444,1.0554,0.0029,366
SWV,50,10,6,rule,single_mc_buffer_being,simple,SRPT,3579,1.1047,0.0028,391
SWV,50,10,6,rule,single_mc_buffer_being,simple,LRPT,2911,1.1751,0.0026,444
SWV,50,10,6,rule,single_mc_buffer_being,simple,STT,3753,1.0919,0.0028,393
SWV,50,10,6,rule,single_mc_buffer_being,simple,LTT,2836,1.2092,0.0027,456
SWV,50,10,6,rule,single_mc_buffer_being,simple,LOR,3394,1.089,0.0028,388
SWV,50,10,6,rule,single_mc_buffer_being,simple,MOR,2921,1.1719,0.0027,436
SWV,50,10,7,rule,single_mc_buffer_being,simple,SPT,3721,1.093,0.0029,379
SWV,50,10,7,rule,single_mc_buffer_being,simple,LPT,3478,1.0575,0.0027,390
SWV,50,10,7,rule,single_mc_buffer_being,simple,SRPT,3736,1.0824,0.0029,378
SWV,50,10,7,rule,single_mc_buffer_being,simple,LRPT,2973,1.1482,0.0026,438
SWV,50,10,7,rule,single_mc_buffer_being,simple,STT,3753,1.0804,0.0028,389
SWV,50,10,7,rule,single_mc_buffer_being,simple,LTT,2932,1.1864,0.0026,454
SWV,50,10,7,rule,single_mc_buffer_being,simple,LOR,3646,1.1053,0.0029,380
SWV,50,10,7,rule,single_mc_buffer_being,simple,MOR,2852,1.1592,0.0026,446
SWV,50,10,8,rule,single_mc_buffer_being,simple,SPT,3705,1.1541,0.0028,416
SWV,50,10,8,rule,single_mc_buffer_being,simple,LPT,3741,1.0555,0.0029,365
SWV,50,10,8,rule,single_mc_buffer_being,simple,SRPT,4218,1.0624,0.003,360
SWV,50,10,8,rule,single_mc_buffer_being,simple,LRPT,3100,1.1511,0.0027,427
SWV,50,10,8,rule,single_mc_buffer_being,simple,STT,3927,1.0555,0.0029,358
SWV,50,10,8,rule,single_mc_buffer_being,simple,LTT,3210,1.193,0.0026,456
SWV,50,10,8,rule,single_mc_buffer_being,simple,LOR,3819,1.0844,0.0028,382
SWV,50,10,8,rule,single_mc_buffer_being,simple,MOR,3128,1.1681,0.0026,445
SWV,50,10,9,rule,single_mc_buffer_being,simple,SPT,3662,1.1292,0.0027,415
SWV,50,10,9,rule,single_mc_buffer_being,simple,LPT,3320,1.0376,0.0028,369
SWV,50,10,9,rule,single_mc_buffer_being,simple,SRPT,3623,1.0904,0.0028,392
SWV,50,10,9,rule,single_mc_buffer_being,simple,LRPT,2891,1.1744,0.0026,445
SWV,50,10,9,rule,single_mc_buffer_being,simple,STT,3701,1.0983,0.0028,394
SWV,50,10,9,rule,single_mc_buffer_being,simple,LTT,2896,1.2,0.0026,463
SWV,50,10,9,rule,single_mc_buffer_being,simple,LOR,3695,1.0595,0.0028,377
SWV,50,10,9,rule,single_mc_buffer_being,simple,MOR,2928,1.1891,0.0026,464
DMU,20,15,0,rule,single_mc_buffer_being,simple,SPT,4180,0.313,0.0021,146
DMU,20,15,0,rule,single_mc_buffer_being,simple,LPT,4532,0.284,0.0021,134
DMU,20,15,0,rule,single_mc_buffer_being,simple,SRPT,3957,0.2914,0.0022,130
DMU,20,15,0,rule,single_mc_buffer_being,simple,LRPT,3400,0.309,0.002,155
DMU,20,15,0,rule,single_mc_buffer_being,simple,STT,4150,0.295,0.0022,132
DMU,20,15,0,rule,single_mc_buffer_being,simple,LTT,3278,0.307,0.0018,167
DMU,20,15,0,rule,single_mc_buffer_being,simple,LOR,4200,0.295,0.0023,128
DMU,20,15,0,rule,single_mc_buffer_being,simple,MOR,3647,0.311,0.0019,161
DMU,20,15,1,rule,single_mc_buffer_being,simple,SPT,4393,0.301,0.0023,130
DMU,20,15,1,rule,single_mc_buffer_being,simple,LPT,4251,0.295,0.0022,137
DMU,20,15,1,rule,single_mc_buffer_being,simple,SRPT,4643,0.299,0.0023,128
DMU,20,15,1,rule,single_mc_buffer_being,simple,LRPT,3505,0.302,0.0021,145
DMU,20,15,1,rule,single_mc_buffer_being,simple,STT,4374,0.2831,0.0023,122
DMU,20,15,1,rule,single_mc_buffer_being,simple,LTT,3394,0.318,0.002,163
DMU,20,15,1,rule,single_mc_buffer_being,simple,LOR,4412,0.295,0.0024,121
DMU,20,15,1,rule,single_mc_buffer_being,simple,MOR,3489,0.3162,0.0019,166
DMU,20,15,2,rule,single_mc_buffer_being,simple,SPT,4110,0.3189,0.002,157
DMU,20,15,2,rule,single_mc_buffer_being,simple,LPT,4968,0.297,0.0022,137
DMU,20,15,2,rule,single_mc_buffer_being,simple,SRPT,4746,0.31,0.0024,128
DMU,20,15,2,rule,single_mc_buffer_being,simple,LRPT,3437,0.3321,0.0021,158
DMU,20,15,2,rule,single_mc_buffer_being,simple,STT,4566,0.303,0.0023,134
DMU,20,15,2,rule,single_mc_buffer_being,simple,LTT,3380,0.3229,0.002,164
DMU,20,15,2,rule,single_mc_buffer_being,simple,LOR,4109,0.312,0.0021,146
DMU,20,15,2,rule,single_mc_buffer_being,simple,MOR,3588,0.3179,0.0019,164
DMU,20,15,3,rule,single_mc_buffer_being,simple,SPT,4099,0.3249,0.0021,155
DMU,20,15,3,rule,single_mc_buffer_being,simple,LPT,4573,0.31,0.0021,149
DMU,20,15,3,rule,single_mc_buffer_being,simple,SRPT,4412,0.306,0.0022,137
DMU,20,15,3,rule,single_mc_buffer_being,simple,LRPT,3262,0.3279,0.0019,169
DMU,20,15,3,rule,single_mc_buffer_being,simple,STT,5049,0.313,0.0022,144
DMU,20,15,3,rule,single_mc_buffer_being,simple,LTT,3284,0.3429,0.0019,184
DMU,20,15,3,rule,single_mc_buffer_being,simple,LOR,4286,0.303,0.0023,134
DMU,20,15,3,rule,single_mc_buffer_being,simple,MOR,3589,0.304,0.002,150
DMU,20,15,4,rule,single_mc_buffer_being,simple,SPT,4186,0.3149,0.0022,146
DMU,20,15,4,rule,single_mc_buffer_being,simple,LPT,4628,0.294,0.0021,138
DMU,20,15,4,rule,single_mc_buffer_being,simple,SRPT,5229,0.299,0.0022,137
DMU,20,15,4,rule,single_mc_buffer_being,simple,LRPT,3501,0.309,0.002,155
DMU,20,15,4,rule,single_mc_buffer_being,simple,STT,4845,0.301,0.0024,126
DMU,20,15,4,rule,single_mc_buffer_being,simple,LTT,3538,0.3183,0.002,156
DMU,20,15,4,rule,single_mc_buffer_being,simple,LOR,5079,0.3149,0.0022,142
DMU,20,15,4,rule,single_mc_buffer_being,simple,MOR,3537,0.3,0.002,152
DMU,20,15,5,rule,single_mc_buffer_being,simple,SPT,4804,0.3598,0.0019,188
DMU,20,15,5,rule,single_mc_buffer_being,simple,LPT,4930,0.32,0.002,160
DMU,20,15,5,rule,single_mc_buffer_being,simple,SRPT,5064,0.3219,0.0021,152
DMU,20,15,5,rule,single_mc_buffer_being,simple,LRPT,4545,0.3568,0.0018,193
DMU,20,15,5,rule,single_mc_buffer_being,simple,STT,5430,0.3189,0.0021,151
DMU,20,15,5,rule,single_mc_buffer_being,simple,LTT,4291,0.3909,0.0017,225
DMU,20,15,5,rule,single_mc_buffer_being,simple,LOR,4729,0.3319,0.0021,159
DMU,20,15,5,rule,single_mc_buffer_being,simple,MOR,4569,0.4017,0.0017,234
DMU,20,15,6,rule,single_mc_buffer_being,simple,SPT,5309,0.3558,0.0019,189
DMU,20,15,6,rule,single_mc_buffer_being,simple,LPT,5438,0.3329,0.002,170
DMU,20,15,6,rule,single_mc_buffer_being,simple,SRPT,5337,0.3249,0.0021,153
DMU,20,15,6,rule,single_mc_buffer_being,simple,LRPT,4767,0.3678,0.0018,206
DMU,20,15,6,rule,single_mc_buffer_being,simple,STT,5496,0.3249,0.0021,158
DMU,20,15,6,rule,single_mc_buffer_being,simple,LTT,4557,0.3907,0.0019,209
DMU,20,15,6,rule,single_mc_buffer_being,simple,LOR,4918,0.3359,0.002,170
DMU,20,15,6,rule,single_mc_buffer_being,simple,MOR,5009,0.3947,0.0017,228
DMU,20,15,7,rule,single_mc_buffer_being,simple,SPT,4742,0.3448,0.0019,178
DMU,20,15,7,rule,single_mc_buffer_being,simple,LPT,5259,0.307,0.002,154
DMU,20,15,7,rule,single_mc_buffer_being,simple,SRPT,5122,0.309,0.0022,142
DMU,20,15,7,rule,single_mc_buffer_being,simple,LRPT,4493,0.3658,0.0018,198
DMU,20,15,7,rule,single_mc_buffer_being,simple,STT,5288,0.3179,0.0022,145
DMU,20,15,7,rule,single_mc_buffer_being,simple,LTT,4480,0.3538,0.0018,196
DMU,20,15,7,rule,single_mc_buffer_being,simple,LOR,5026,0.3199,0.0021,153
DMU,20,15,7,rule,single_mc_buffer_being,simple,MOR,4826,0.3648,0.0018,207
DMU,20,15,8,rule,single_mc_buffer_being,simple,SPT,4939,0.3588,0.0019,185
DMU,20,15,8,rule,single_mc_buffer_being,simple,LPT,5602,0.3369,0.0019,176
DMU,20,15,8,rule,single_mc_buffer_being,simple,SRPT,5534,0.312,0.0022,142
DMU,20,15,8,rule,single_mc_buffer_being,simple,LRPT,4624,0.3508,0.0018,192
DMU,20,15,8,rule,single_mc_buffer_being,simple,STT,5506,0.299,0.0022,137
DMU,20,15,8,rule,single_mc_buffer_being,simple,LTT,4719,0.3737,0.0018,210
DMU,20,15,8,rule,single_mc_buffer_being,simple,LOR,5486,0.3389,0.002,169
DMU,20,15,8,rule,single_mc_buffer_being,simple,MOR,5074,0.3598,0.0018,202
DMU,20,15,9,rule,single_mc_buffer_being,simple,SPT,4690,0.3448,0.0019,177
DMU,20,15,9,rule,single_mc_buffer_being,simple,LPT,5014,0.308,0.002,153
DMU,20,15,9,rule,single_mc_buffer_being,simple,SRPT,5240,0.3239,0.0021,154
DMU,20,15,9,rule,single_mc_buffer_being,simple,LRPT,4462,0.3807,0.0018,215
DMU,20,15,9,rule,single_mc_buffer_being,simple,STT,5272,0.3309,0.002,166
DMU,20,15,9,rule,single_mc_buffer_being,simple,LTT,4495,0.3927,0.0018,223
DMU,20,15,9,rule,single_mc_buffer_being,simple,LOR,4956,0.3149,0.0021,152
DMU,20,15,9,rule,single_mc_buffer_being,simple,MOR,4819,0.3728,0.0018,213
DMU,20,20,0,rule,single_mc_buffer_being,simple,SPT,4600,0.5103,0.0027,189
DMU,20,20,0,rule,single_mc_buffer_being,simple,LPT,4871,0.4714,0.003,157
DMU,20,20,0,rule,single_mc_buffer_being,simple,SRPT,5959,0.5113,0.0032,160
DMU,20,20,0,rule,single_mc_buffer_being,simple,LRPT,4133,0.5402,0.0029,188
DMU,20,20,0,rule,single_mc_buffer_being,simple,STT,6162,0.4794,0.0034,142
DMU,20,20,0,rule,single_mc_buffer_being,simple,LTT,4030,0.4894,0.0027,184
DMU,20,20,0,rule,single_mc_buffer_being,simple,LOR,5823,0.4894,0.0031,159
DMU,20,20,0,rule,single_mc_buffer_being,simple,MOR,4192,0.5013,0.0028,176
DMU,20,20,1,rule,single_mc_buffer_being,simple,SPT,4110,0.5063,0.0028,179
DMU,20,20,1,rule,single_mc_buffer_being,simple,LPT,4626,0.4625,0.0029,159
DMU,20,20,1,rule,single_mc_buffer_being,simple,SRPT,5406,0.5173,0.0032,160
DMU,20,20,1,rule,single_mc_buffer_being,simple,LRPT,3782,0.5472,0.0029,188
DMU,20,20,1,rule,single_mc_buffer_being,simple,STT,5186,0.4814,0.003,161
DMU,20,20,1,rule,single_mc_buffer_being,simple,LTT,3816,0.4884,0.0026,186
DMU,20,20,1,rule,single_mc_buffer_being,simple,LOR,4661,0.4754,0.0032,147
DMU,20,20,1,rule,single_mc_buffer_being,simple,MOR,3696,0.4894,0.0025,194
DMU,20,20,2,rule,single_mc_buffer_being,simple,SPT,4821,0.5003,0.0028,181
DMU,20,20,2,rule,single_mc_buffer_being,simple,LPT,4848,0.4814,0.0028,169
DMU,20,20,2,rule,single_mc_buffer_being,simple,SRPT,5002,0.4894,0.0031,156
DMU,20,20,2,rule,single_mc_buffer_being,simple,LRPT,4215,0.536,0.0029,188
DMU,20,20,2,rule,single_mc_buffer_being,simple,STT,5602,0.4667,0.0031,151
DMU,20,20,2,rule,single_mc_buffer_being,simple,LTT,4111,0.5033,0.0027,188
DMU,20,20,2,rule,single_mc_buffer_being,simple,LOR,4996,0.4854,0.003,160
DMU,20,20,2,rule,single_mc_buffer_being,simple,MOR,4325,0.4904,0.0027,184
DMU,20,20,3,rule,single_mc_buffer_being,simple,SPT,4827,0.5013,0.0028,182
DMU,20,20,3,rule,single_mc_buffer_being,simple,LPT,4742,0.4704,0.0031,153
DMU,20,20,3,rule,single_mc_buffer_being,simple,SRPT,4942,0.4724,0.0031,150
DMU,20,20,3,rule,single_mc_buffer_being,simple,LRPT,3731,0.5282,0.0031,172
DMU,20,20,3,rule,single_mc_buffer_being,simple,STT,5031,0.5043,0.0035,145
DMU,20,20,3,rule,single_mc_buffer_being,simple,LTT,3809,0.5414,0.003,182
DMU,20,20,3,rule,single_mc_buffer_being,simple,LOR,5082,0.5053,0.0033,155
DMU,20,20,3,rule,single_mc_buffer_being,simple,MOR,3767,0.5163,0.003,174
DMU,20,20,4,rule,single_mc_buffer_being,simple,SPT,4187,0.5422,0.0034,161
DMU,20,20,4,rule,single_mc_buffer_being,simple,LPT,4644,0.5153,0.0035,149
DMU,20,20,4,rule,single_mc_buffer_being,simple,SRPT,5386,0.5013,0.0036,139
DMU,20,20,4,rule,single_mc_buffer_being,simple,LRPT,3571,0.5224,0.0031,170
DMU,20,20,4,rule,single_mc_buffer_being,simple,STT,5660,0.4744,0.0033,142
DMU,20,20,4,rule,single_mc_buffer_being,simple,LTT,3495,0.5262,0.003,178
DMU,20,20,4,rule,single_mc_buffer_being,simple,LOR,4649,0.4734,0.0033,142
DMU,20,20,4,rule,single_mc_buffer_being,simple,MOR,3843,0.4727,0.0028,166
DMU,20,20,5,rule,single_mc_buffer_being,simple,SPT,6290,0.5541,0.0026,215
DMU,20,20,5,rule,single_mc_buffer_being,simple,LPT,6298,0.5123,0.0025,202
DMU,20,20,5,rule,single_mc_buffer_being,simple,SRPT,6528,0.5043,0.0028,178
DMU,20,20,5,rule,single_mc_buffer_being,simple,LRPT,5543,0.5631,0.0023,243
DMU,20,20,5,rule,single_mc_buffer_being,simple,STT,6299,0.4784,0.0028,171
DMU,20,20,5,rule,single_mc_buffer_being,simple,LTT,5379,0.5621,0.0023,242
DMU,20,20,5,rule,single_mc_buffer_being,simple,LOR,6149,0.4963,0.0028,176
DMU,20,20,5,rule,single_mc_buffer_being,simple,MOR,5708,0.5771,0.0022,262
DMU,20,20,6,rule,single_mc_buffer_being,simple,SPT,5279,0.5292,0.0026,200
DMU,20,20,6,rule,single_mc_buffer_being,simple,LPT,5832,0.5325,0.0025,217
DMU,20,20,6,rule,single_mc_buffer_being,simple,SRPT,6207,0.5292,0.0028,188
DMU,20,20,6,rule,single_mc_buffer_being,simple,LRPT,5348,0.5681,0.0024,239
DMU,20,20,6,rule,single_mc_buffer_being,simple,STT,6294,0.5173,0.0028,187
DMU,20,20,6,rule,single_mc_buffer_being,simple,LTT,5136,0.58,0.0023,252
DMU,20,20,6,rule,single_mc_buffer_being,simple,LOR,5896,0.5402,0.0028,194
DMU,20,20,6,rule,single_mc_buffer_being,simple,MOR,5424,0.598,0.0022,268
DMU,20,20,7,rule,single_mc_buffer_being,simple,SPT,5098,0.5502,0.0025,216
DMU,20,20,7,rule,single_mc_buffer_being,simple,LPT,5687,0.5123,0.0026,198
DMU,20,20,7,rule,single_mc_buffer_being,simple,SRPT,5648,0.4983,0.0029,174
DMU,20,20,7,rule,single_mc_buffer_being,simple,LRPT,5231,0.5821,0.0023,252
DMU,20,20,7,rule,single_mc_buffer_being,simple,STT,5837,0.4914,0.0029,171
DMU,20,20,7,rule,single_mc_buffer_being,simple,LTT,5115,0.5874,0.0022,263
DMU,20,20,7,rule,single_mc_buffer_being,simple,LOR,5611,0.5123,0.0028,182
DMU,20,20,7,rule,single_mc_buffer_being,simple,MOR,5280,0.589,0.0022,265
DMU,20,20,8,rule,single_mc_buffer_being,simple,SPT,5519,0.5621,0.0024,231
DMU,20,20,8,rule,single_mc_buffer_being,simple,LPT,5921,0.5183,0.0025,206
DMU,20,20,8,rule,single_mc_buffer_being,simple,SRPT,5946,0.5312,0.0028,193
DMU,20,20,8,rule,single_mc_buffer_being,simple,LRPT,4995,0.601,0.0023,262
DMU,20,20,8,rule,single_mc_buffer_being,simple,STT,6096,0.5103,0.0027,189
DMU,20,20,8,rule,single_mc_buffer_being,simple,LTT,4747,0.5731,0.0023,247
DMU,20,20,8,rule,single_mc_buffer_being,simple,LOR,5354,0.5206,0.0027,192
DMU,20,20,8,rule,single_mc_buffer_being,simple,MOR,5543,0.5701,0.0022,255
DMU,20,20,9,rule,single_mc_buffer_being,simple,SPT,5507,0.5232,0.0026,200
DMU,20,20,9,rule,single_mc_buffer_being,simple,LPT,5400,0.5183,0.0025,205
DMU,20,20,9,rule,single_mc_buffer_being,simple,SRPT,6109,0.5013,0.0029,174
DMU,20,20,9,rule,single_mc_buffer_being,simple,LRPT,4878,0.5631,0.0024,239
DMU,20,20,9,rule,single_mc_buffer_being,simple,STT,6640,0.4744,0.003,158
DMU,20,20,9,rule,single_mc_buffer_being,simple,LTT,4969,0.5561,0.0024,235
DMU,20,20,9,rule,single_mc_buffer_being,simple,LOR,5485,0.4963,0.0029,171
DMU,20,20,9,rule,single_mc_buffer_being,simple,MOR,5246,0.5571,0.0023,240
DMU,30,15,0,rule,single_mc_buffer_being,simple,SPT,5327,0.7585,0.0026,291
DMU,30,15,0,rule,single_mc_buffer_being,simple,LPT,5695,0.6927,0.0028,251
DMU,30,15,0,rule,single_mc_buffer_being,simple,SRPT,5481,0.7286,0.0028,260
DMU,30,15,0,rule,single_mc_buffer_being,simple,LRPT,4852,0.7325,0.0026,287
DMU,30,15,0,rule,single_mc_buffer_being,simple,STT,6497,0.7128,0.0027,261
DMU,30,15,0,rule,single_mc_buffer_being,simple,LTT,4516,0.7555,0.0025,300
DMU,30,15,0,rule,single_mc_buffer_being,simple,LOR,6043,0.7086,0.0027,260
DMU,30,15,0,rule,single_mc_buffer_being,simple,MOR,4578,0.7654,0.0025,305
DMU,30,15,1,rule,single_mc_buffer_being,simple,SPT,5212,0.7515,0.0027,280
DMU,30,15,1,rule,single_mc_buffer_being,simple,LPT,5893,0.7007,0.0028,254
DMU,30,15,1,rule,single_mc_buffer_being,simple,SRPT,6626,0.7036,0.0029,242
DMU,30,15,1,rule,single_mc_buffer_being,simple,LRPT,4251,0.7664,0.0026,294
DMU,30,15,1,rule,single_mc_buffer_being,simple,STT,6394,0.6997,0.0029,241
DMU,30,15,1,rule,single_mc_buffer_being,simple,LTT,4287,0.7874,0.0024,325
DMU,30,15,1,rule,single_mc_buffer_being,simple,LOR,6332,0.7226,0.0028,260
DMU,30,15,1,rule,single_mc_buffer_being,simple,MOR,4623,0.7564,0.0025,301
DMU,30,15,2,rule,single_mc_buffer_being,simple,SPT,5379,0.7096,0.0028,257
DMU,30,15,2,rule,single_mc_buffer_being,simple,LPT,5972,0.6847,0.0028,241
DMU,30,15,2,rule,single_mc_buffer_being,simple,SRPT,6732,0.7405,0.0029,256
DMU,30,15,2,rule,single_mc_buffer_being,simple,LRPT,4842,0.7565,0.0027,281
DMU,30,15,2,rule,single_mc_buffer_being,simple,STT,6204,0.7096,0.0029,241
DMU,30,15,2,rule,single_mc_buffer_being,simple,LTT,4617,0.7724,0.0026,299
DMU,30,15,2,rule,single_mc_buffer_being,simple,LOR,6233,0.6967,0.003,233
DMU,30,15,2,rule,single_mc_buffer_being,simple,MOR,4740,0.7545,0.0025,297
DMU,30,15,3,rule,single_mc_buffer_being,simple,SPT,4977,0.7459,0.0027,275
DMU,30,15,3,rule,single_mc_buffer_being,simple,LPT,5188,0.7116,0.0028,253
DMU,30,15,3,rule,single_mc_buffer_being,simple,SRPT,6178,0.7276,0.0031,238
DMU,30,15,3,rule,single_mc_buffer_being,simple,LRPT,4370,0.7525,0.0027,282
DMU,30,15,3,rule,single_mc_buffer_being,simple,STT,5761,0.6957,0.0029,241
DMU,30,15,3,rule,single_mc_buffer_being,simple,LTT,4081,0.786,0.0026,300
DMU,30,15,3,rule,single_mc_buffer_being,simple,LOR,5582,0.7186,0.0029,251
DMU,30,15,3,rule,single_mc_buffer_being,simple,MOR,4279,0.7676,0.0025,302
DMU,30,15,4,rule,single_mc_buffer_being,simple,SPT,5230,0.7704,0.0027,290
DMU,30,15,4,rule,single_mc_buffer_being,simple,LPT,5226,0.6757,0.0028,245
DMU,30,15,4,rule,single_mc_buffer_being,simple,SRPT,5525,0.7076,0.0029,247
DMU,30,15,4,rule,single_mc_buffer_being,simple,LRPT,4664,0.7546,0.0025,301
DMU,30,15,4,rule,single_mc_buffer_being,simple,STT,5757,0.7126,0.0029,250
DMU,30,15,4,rule,single_mc_buffer_being,simple,LTT,4425,0.7745,0.0024,321
DMU,30,15,4,rule,single_mc_buffer_being,simple,LOR,5535,0.6927,0.0029,241
DMU,30,15,4,rule,single_mc_buffer_being,simple,MOR,4436,0.7864,0.0026,307
DMU,30,15,5,rule,single_mc_buffer_being,simple,SPT,6242,0.7973,0.0025,313
DMU,30,15,5,rule,single_mc_buffer_being,simple,LPT,6890,0.7498,0.0027,277
DMU,30,15,5,rule,single_mc_buffer_being,simple,SRPT,6652,0.745,0.0027,271
DMU,30,15,5,rule,single_mc_buffer_being,simple,LRPT,6118,0.89,0.0024,366
DMU,30,15,5,rule,single_mc_buffer_being,simple,STT,6867,0.7363,0.0027,271
DMU,30,15,5,rule,single_mc_buffer_being,simple,LTT,6048,0.8731,0.0024,363
DMU,30,15,5,rule,single_mc_buffer_being,simple,LOR,6631,0.7325,0.0028,261
DMU,30,15,5,rule,single_mc_buffer_being,simple,MOR,6513,0.885,0.0024,372
DMU,30,15,6,rule,single_mc_buffer_being,simple,SPT,6402,0.8372,0.0025,330
DMU,30,15,6,rule,single_mc_buffer_being,simple,LPT,6791,0.7585,0.0026,293
DMU,30,15,6,rule,single_mc_buffer_being,simple,SRPT,6993,0.7389,0.0028,264
DMU,30,15,6,rule,single_mc_buffer_being,simple,LRPT,6218,0.8551,0.0025,347
