benchmark,job_n,mc_n,instance_i,agent_type,action_type,rule,makespan,time
LA,10,10,0,rule,buffer,LTT,1073,0.0728
LA,10,10,0,rule,buffer,MOR,1096,0.0728
LA,10,10,0,rule,buffer,FDD/MWKR,1120,0.0728
LA,10,10,0,rule,buffer,LRPT,1054,0.0728
LA,10,10,0,rule,buffer,SPT,1156,0.0728
LA,10,10,1,rule,buffer,LTT,845,0.0688
LA,10,10,1,rule,buffer,MOR,873,0.0688
LA,10,10,1,rule,buffer,FDD/MWKR,836,0.0688
LA,10,10,1,rule,buffer,LRPT,846,0.0688
LA,10,10,1,rule,buffer,SPT,924,0.0688
LA,10,10,2,rule,buffer,LTT,983,0.0827
LA,10,10,2,rule,buffer,MOR,954,0.0827
LA,10,10,2,rule,buffer,FDD/MWKR,1073,0.0827
LA,10,10,2,rule,buffer,LRPT,970,0.0827
LA,10,10,2,rule,buffer,SPT,981,0.0827
LA,10,10,3,rule,buffer,LTT,1000,0.0658
LA,10,10,3,rule,buffer,MOR,975,0.0658
LA,10,10,3,rule,buffer,FDD/MWKR,966,0.0658
LA,10,10,3,rule,buffer,LRPT,1013,0.0658
LA,10,10,3,rule,buffer,SPT,940,0.0658
LA,10,10,4,rule,buffer,LTT,984,0.0757
LA,10,10,4,rule,buffer,MOR,999,0.0757
LA,10,10,4,rule,buffer,FDD/MWKR,975,0.0757
LA,10,10,4,rule,buffer,LRPT,964,0.0757
LA,10,10,4,rule,buffer,SPT,1000,0.0757
LA,15,10,0,rule,buffer,LTT,1230,0.1126
LA,15,10,0,rule,buffer,MOR,1255,0.1126
LA,15,10,0,rule,buffer,FDD/MWKR,1174,0.1126
LA,15,10,0,rule,buffer,LRPT,1264,0.1126
LA,15,10,0,rule,buffer,SPT,1324,0.1126
LA,15,10,1,rule,buffer,LTT,1084,0.1246
LA,15,10,1,rule,buffer,MOR,1188,0.1246
LA,15,10,1,rule,buffer,FDD/MWKR,1084,0.1246
LA,15,10,1,rule,buffer,LRPT,1079,0.1246
LA,15,10,1,rule,buffer,SPT,1180,0.1246
LA,15,10,2,rule,buffer,LTT,1155,0.1126
LA,15,10,2,rule,buffer,MOR,1166,0.1126
LA,15,10,2,rule,buffer,FDD/MWKR,1076,0.1126
LA,15,10,2,rule,buffer,LRPT,1185,0.1126
LA,15,10,2,rule,buffer,SPT,1162,0.1126
LA,15,10,3,rule,buffer,LTT,1085,0.1236
LA,15,10,3,rule,buffer,MOR,1124,0.1236
LA,15,10,3,rule,buffer,FDD/MWKR,1083,0.1236
LA,15,10,3,rule,buffer,LRPT,1101,0.1236
LA,15,10,3,rule,buffer,SPT,1203,0.1236
LA,15,10,4,rule,buffer,LTT,1112,0.113
LA,15,10,4,rule,buffer,MOR,1209,0.113
LA,15,10,4,rule,buffer,FDD/MWKR,1137,0.113
LA,15,10,4,rule,buffer,LRPT,1166,0.113
LA,15,10,4,rule,buffer,SPT,1449,0.113
LA,20,10,0,rule,buffer,LTT,1386,0.1893
LA,20,10,0,rule,buffer,MOR,1406,0.1893
LA,20,10,0,rule,buffer,FDD/MWKR,1414,0.1893
LA,20,10,0,rule,buffer,LRPT,1435,0.1893
LA,20,10,0,rule,buffer,SPT,1498,0.1893
LA,20,10,1,rule,buffer,LTT,1413,0.1804
LA,20,10,1,rule,buffer,MOR,1462,0.1804
LA,20,10,1,rule,buffer,FDD/MWKR,1502,0.1804
LA,20,10,1,rule,buffer,LRPT,1442,0.1804
LA,20,10,1,rule,buffer,SPT,1784,0.1804
LA,20,10,2,rule,buffer,LTT,1468,0.1619
LA,20,10,2,rule,buffer,MOR,1473,0.1619
LA,20,10,2,rule,buffer,FDD/MWKR,1537,0.1619
LA,20,10,2,rule,buffer,LRPT,1487,0.1619
LA,20,10,2,rule,buffer,SPT,1610,0.1619
LA,20,10,3,rule,buffer,LTT,1352,0.1625
LA,20,10,3,rule,buffer,MOR,1341,0.1625
LA,20,10,3,rule,buffer,FDD/MWKR,1389,0.1625
LA,20,10,3,rule,buffer,LRPT,1337,0.1625
LA,20,10,3,rule,buffer,SPT,1556,0.1625
LA,20,10,4,rule,buffer,LTT,1577,0.1684
LA,20,10,4,rule,buffer,MOR,1565,0.1684
LA,20,10,4,rule,buffer,FDD/MWKR,1515,0.1684
LA,20,10,4,rule,buffer,LRPT,1580,0.1684
LA,20,10,4,rule,buffer,SPT,1792,0.1684
LA,30,10,0,rule,buffer,LTT,1903,0.2621
LA,30,10,0,rule,buffer,MOR,1948,0.2621
LA,30,10,0,rule,buffer,FDD/MWKR,1900,0.2621
LA,30,10,0,rule,buffer,LRPT,1931,0.2621
LA,30,10,0,rule,buffer,SPT,1951,0.2621
LA,30,10,1,rule,buffer,LTT,1850,0.2631
LA,30,10,1,rule,buffer,MOR,1894,0.2631
LA,30,10,1,rule,buffer,FDD/MWKR,1948,0.2631
LA,30,10,1,rule,buffer,LRPT,1875,0.2631
LA,30,10,1,rule,buffer,SPT,2165,0.2631
LA,30,10,2,rule,buffer,LTT,1742,0.2551
LA,30,10,2,rule,buffer,MOR,1810,0.2551
LA,30,10,2,rule,buffer,FDD/MWKR,1861,0.2551
LA,30,10,2,rule,buffer,LRPT,1875,0.2551
LA,30,10,2,rule,buffer,SPT,1901,0.2551
LA,30,10,3,rule,buffer,LTT,1825,0.2751
LA,30,10,3,rule,buffer,MOR,1810,0.2751
LA,30,10,3,rule,buffer,FDD/MWKR,1903,0.2751
LA,30,10,3,rule,buffer,LRPT,1935,0.2751
LA,30,10,3,rule,buffer,SPT,2070,0.2751
LA,30,10,4,rule,buffer,LTT,2009,0.2821
LA,30,10,4,rule,buffer,MOR,2069,0.2821
LA,30,10,4,rule,buffer,FDD/MWKR,2043,0.2821
LA,30,10,4,rule,buffer,LRPT,2118,0.2821
LA,30,10,4,rule,buffer,SPT,2118,0.2821
LA,15,15,0,rule,buffer,LTT,1396,0.1924
LA,15,15,0,rule,buffer,MOR,1451,0.1924
LA,15,15,0,rule,buffer,FDD/MWKR,1454,0.1924
LA,15,15,0,rule,buffer,LRPT,1510,0.1924
LA,15,15,0,rule,buffer,SPT,1799,0.1924
LA,15,15,1,rule,buffer,LTT,1584,0.1874
LA,15,15,1,rule,buffer,MOR,1663,0.1874
LA,15,15,1,rule,buffer,FDD/MWKR,1583,0.1874
LA,15,15,1,rule,buffer,LRPT,1588,0.1874
LA,15,15,1,rule,buffer,SPT,1655,0.1874
LA,15,15,2,rule,buffer,LTT,1387,0.1824
LA,15,15,2,rule,buffer,MOR,1435,0.1824
LA,15,15,2,rule,buffer,FDD/MWKR,1421,0.1824
LA,15,15,2,rule,buffer,LRPT,1421,0.1824
LA,15,15,2,rule,buffer,SPT,1404,0.1824
LA,15,15,3,rule,buffer,LTT,1495,0.1914
LA,15,15,3,rule,buffer,MOR,1525,0.1914
LA,15,15,3,rule,buffer,FDD/MWKR,1476,0.1914
LA,15,15,3,rule,buffer,LRPT,1500,0.1914
LA,15,15,3,rule,buffer,SPT,1534,0.1914
LA,15,15,4,rule,buffer,LTT,1400,0.1874
LA,15,15,4,rule,buffer,MOR,1393,0.1874
LA,15,15,4,rule,buffer,FDD/MWKR,1425,0.1874
LA,15,15,4,rule,buffer,LRPT,1440,0.1874
LA,15,15,4,rule,buffer,SPT,1476,0.1874
ABZ,10,10,0,rule,buffer,LTT,1334,0.0777
ABZ,10,10,0,rule,buffer,MOR,1371,0.0777
ABZ,10,10,0,rule,buffer,FDD/MWKR,1334,0.0777
ABZ,10,10,0,rule,buffer,LRPT,1369,0.0777
ABZ,10,10,0,rule,buffer,SPT,1352,0.0777
ABZ,10,10,1,rule,buffer,LTT,989,0.0708
ABZ,10,10,1,rule,buffer,MOR,981,0.0708
ABZ,10,10,1,rule,buffer,FDD/MWKR,1050,0.0708
ABZ,10,10,1,rule,buffer,LRPT,987,0.0708
ABZ,10,10,1,rule,buffer,SPT,1097,0.0708
ABZ,20,15,0,rule,buffer,LTT,746,0.2801
ABZ,20,15,0,rule,buffer,MOR,743,0.2801
ABZ,20,15,0,rule,buffer,FDD/MWKR,765,0.2801
ABZ,20,15,0,rule,buffer,LRPT,779,0.2801
ABZ,20,15,0,rule,buffer,SPT,849,0.2801
ABZ,20,15,1,rule,buffer,LTT,784,0.2731
ABZ,20,15,1,rule,buffer,MOR,776,0.2731
ABZ,20,15,1,rule,buffer,FDD/MWKR,749,0.2731
ABZ,20,15,1,rule,buffer,LRPT,825,0.2731
ABZ,20,15,1,rule,buffer,SPT,929,0.2731
ABZ,20,15,2,rule,buffer,LTT,860,0.2585
ABZ,20,15,2,rule,buffer,MOR,830,0.2585
ABZ,20,15,2,rule,buffer,FDD/MWKR,844,0.2585
ABZ,20,15,2,rule,buffer,LRPT,857,0.2585
ABZ,20,15,2,rule,buffer,SPT,887,0.2585
FT,6,6,0,rule,buffer,LTT,60,0.0227
FT,6,6,0,rule,buffer,MOR,68,0.0227
FT,6,6,0,rule,buffer,FDD/MWKR,67,0.0227
FT,6,6,0,rule,buffer,LRPT,61,0.0227
FT,6,6,0,rule,buffer,SPT,88,0.0227
FT,10,10,0,rule,buffer,LTT,1090,0.0751
FT,10,10,0,rule,buffer,MOR,1173,0.0751
FT,10,10,0,rule,buffer,FDD/MWKR,1097,0.0751
FT,10,10,0,rule,buffer,LRPT,1108,0.0751
FT,10,10,0,rule,buffer,SPT,1074,0.0751
FT,20,5,0,rule,buffer,LTT,1454,0.0797
FT,20,5,0,rule,buffer,MOR,1565,0.0797
FT,20,5,0,rule,buffer,FDD/MWKR,1480,0.0797
FT,20,5,0,rule,buffer,LRPT,1501,0.0797
FT,20,5,0,rule,buffer,SPT,1267,0.0797
ORB,10,10,0,rule,buffer,LTT,1275,0.0688
ORB,10,10,0,rule,buffer,MOR,1344,0.0688
ORB,10,10,0,rule,buffer,FDD/MWKR,1263,0.0688
ORB,10,10,0,rule,buffer,LRPT,1359,0.0688
ORB,10,10,0,rule,buffer,SPT,1478,0.0688
ORB,10,10,1,rule,buffer,LTT,1033,0.0787
ORB,10,10,1,rule,buffer,MOR,1005,0.0787
ORB,10,10,1,rule,buffer,FDD/MWKR,1002,0.0787
ORB,10,10,1,rule,buffer,LRPT,1047,0.0787
ORB,10,10,1,rule,buffer,SPT,1175,0.0787
ORB,10,10,2,rule,buffer,LTT,1283,0.0748
ORB,10,10,2,rule,buffer,MOR,1376,0.0748
ORB,10,10,2,rule,buffer,FDD/MWKR,1323,0.0748
ORB,10,10,2,rule,buffer,LRPT,1247,0.0748
ORB,10,10,2,rule,buffer,SPT,1179,0.0748
ORB,10,10,3,rule,buffer,LTT,1112,0.0777
ORB,10,10,3,rule,buffer,MOR,1224,0.0777
ORB,10,10,3,rule,buffer,FDD/MWKR,1160,0.0777
ORB,10,10,3,rule,buffer,LRPT,1172,0.0777
ORB,10,10,3,rule,buffer,SPT,1236,0.0777
ORB,10,10,4,rule,buffer,LTT,1030,0.0767
ORB,10,10,4,rule,buffer,MOR,1059,0.0767
ORB,10,10,4,rule,buffer,FDD/MWKR,1124,0.0767
ORB,10,10,4,rule,buffer,LRPT,1173,0.0767
ORB,10,10,4,rule,buffer,SPT,1152,0.0767
ORB,10,10,5,rule,buffer,LTT,1277,0.0708
ORB,10,10,5,rule,buffer,MOR,1201,0.0708
ORB,10,10,5,rule,buffer,FDD/MWKR,1250,0.0708
ORB,10,10,5,rule,buffer,LRPT,1291,0.0708
ORB,10,10,5,rule,buffer,SPT,1190,0.0708
ORB,10,10,6,rule,buffer,LTT,473,0.0767
ORB,10,10,6,rule,buffer,MOR,516,0.0767
ORB,10,10,6,rule,buffer,FDD/MWKR,462,0.0767
ORB,10,10,6,rule,buffer,LRPT,483,0.0767
ORB,10,10,6,rule,buffer,SPT,504,0.0767
ORB,10,10,7,rule,buffer,LTT,1049,0.0757
ORB,10,10,7,rule,buffer,MOR,1304,0.0757
ORB,10,10,7,rule,buffer,FDD/MWKR,1118,0.0757
ORB,10,10,7,rule,buffer,LRPT,1180,0.0757
ORB,10,10,7,rule,buffer,SPT,1107,0.0757
ORB,10,10,8,rule,buffer,LTT,1144,0.0787
ORB,10,10,8,rule,buffer,MOR,1164,0.0787
ORB,10,10,8,rule,buffer,FDD/MWKR,1100,0.0787
ORB,10,10,8,rule,buffer,LRPT,1144,0.0787
ORB,10,10,8,rule,buffer,SPT,1262,0.0787
ORB,10,10,9,rule,buffer,LTT,1149,0.0827
ORB,10,10,9,rule,buffer,MOR,1219,0.0827
ORB,10,10,9,rule,buffer,FDD/MWKR,1037,0.0827
ORB,10,10,9,rule,buffer,LRPT,1220,0.0827
ORB,10,10,9,rule,buffer,SPT,1113,0.0827
SWV,20,10,0,rule,buffer,LTT,1919,0.1723
SWV,20,10,0,rule,buffer,MOR,1999,0.1723
SWV,20,10,0,rule,buffer,FDD/MWKR,2014,0.1723
SWV,20,10,0,rule,buffer,LRPT,1988,0.1723
SWV,20,10,0,rule,buffer,SPT,1737,0.1723
SWV,20,10,1,rule,buffer,LTT,1925,0.1694
SWV,20,10,1,rule,buffer,MOR,2222,0.1694
SWV,20,10,1,rule,buffer,FDD/MWKR,2038,0.1694
SWV,20,10,1,rule,buffer,LRPT,1971,0.1694
SWV,20,10,1,rule,buffer,SPT,1706,0.1694
SWV,20,10,2,rule,buffer,LTT,1777,0.1714
SWV,20,10,2,rule,buffer,MOR,1864,0.1714
SWV,20,10,2,rule,buffer,FDD/MWKR,1920,0.1714
SWV,20,10,2,rule,buffer,LRPT,1874,0.1714
SWV,20,10,2,rule,buffer,SPT,1806,0.1714
SWV,20,10,3,rule,buffer,LTT,1907,0.1674
SWV,20,10,3,rule,buffer,MOR,2001,0.1674
SWV,20,10,3,rule,buffer,FDD/MWKR,1982,0.1674
SWV,20,10,3,rule,buffer,LRPT,1879,0.1674
SWV,20,10,3,rule,buffer,SPT,1874,0.1674
SWV,20,10,4,rule,buffer,LTT,1742,0.1622
SWV,20,10,4,rule,buffer,MOR,2016,0.1622
SWV,20,10,4,rule,buffer,FDD/MWKR,1957,0.1622
SWV,20,10,4,rule,buffer,LRPT,1814,0.1622
SWV,20,10,4,rule,buffer,SPT,1922,0.1622
SWV,20,15,0,rule,buffer,LTT,2103,0.2855
SWV,20,15,0,rule,buffer,MOR,2258,0.2855
SWV,20,15,0,rule,buffer,FDD/MWKR,2166,0.2855
SWV,20,15,0,rule,buffer,LRPT,2164,0.2855
SWV,20,15,0,rule,buffer,SPT,2140,0.2855
SWV,20,15,1,rule,buffer,LTT,1999,0.3219
SWV,20,15,1,rule,buffer,MOR,2055,0.3219
SWV,20,15,1,rule,buffer,FDD/MWKR,2064,0.3219
SWV,20,15,1,rule,buffer,LRPT,2115,0.3219
SWV,20,15,1,rule,buffer,SPT,2146,0.3219
SWV,20,15,2,rule,buffer,LTT,2388,0.2721
SWV,20,15,2,rule,buffer,MOR,2513,0.2721
SWV,20,15,2,rule,buffer,FDD/MWKR,2497,0.2721
SWV,20,15,2,rule,buffer,LRPT,2544,0.2721
SWV,20,15,2,rule,buffer,SPT,2231,0.2721
SWV,20,15,3,rule,buffer,LTT,2187,0.2711
SWV,20,15,3,rule,buffer,MOR,2267,0.2711
SWV,20,15,3,rule,buffer,FDD/MWKR,2267,0.2711
SWV,20,15,3,rule,buffer,LRPT,2118,0.2711
SWV,20,15,3,rule,buffer,SPT,2247,0.2711
SWV,20,15,4,rule,buffer,LTT,2203,0.2781
SWV,20,15,4,rule,buffer,MOR,2269,0.2781
SWV,20,15,4,rule,buffer,FDD/MWKR,2326,0.2781
SWV,20,15,4,rule,buffer,LRPT,2300,0.2781
SWV,20,15,4,rule,buffer,SPT,2337,0.2781
SWV,50,10,0,rule,buffer,LTT,4203,0.4849
SWV,50,10,0,rule,buffer,MOR,4490,0.4849
SWV,50,10,0,rule,buffer,FDD/MWKR,4395,0.4849
SWV,50,10,0,rule,buffer,LRPT,4384,0.4849
SWV,50,10,0,rule,buffer,SPT,3714,0.4849
SWV,50,10,1,rule,buffer,LTT,4275,0.4771
SWV,50,10,1,rule,buffer,MOR,4687,0.4771
SWV,50,10,1,rule,buffer,FDD/MWKR,4431,0.4771
SWV,50,10,1,rule,buffer,LRPT,4327,0.4771
SWV,50,10,1,rule,buffer,SPT,3759,0.4771
SWV,50,10,2,rule,buffer,LTT,4381,0.4737
SWV,50,10,2,rule,buffer,MOR,4821,0.4737
SWV,50,10,2,rule,buffer,FDD/MWKR,4449,0.4737
SWV,50,10,2,rule,buffer,LRPT,4389,0.4737
SWV,50,10,2,rule,buffer,SPT,3657,0.4737
SWV,50,10,3,rule,buffer,LTT,4106,0.4724
SWV,50,10,3,rule,buffer,MOR,4652,0.4724
SWV,50,10,3,rule,buffer,FDD/MWKR,4288,0.4724
SWV,50,10,3,rule,buffer,LRPT,4164,0.4724
SWV,50,10,3,rule,buffer,SPT,3506,0.4724
SWV,50,10,4,rule,buffer,LTT,4236,0.5104
SWV,50,10,4,rule,buffer,MOR,4689,0.5104
SWV,50,10,4,rule,buffer,FDD/MWKR,4312,0.5104
SWV,50,10,4,rule,buffer,LRPT,4374,0.5104
SWV,50,10,4,rule,buffer,SPT,3501,0.5104
SWV,50,10,5,rule,buffer,LTT,2924,0.4785
SWV,50,10,5,rule,buffer,MOR,2924,0.4785
SWV,50,10,5,rule,buffer,FDD/MWKR,2924,0.4785
SWV,50,10,5,rule,buffer,LRPT,2924,0.4785
SWV,50,10,5,rule,buffer,SPT,3453,0.4785
SWV,50,10,6,rule,buffer,LTT,2794,0.4773
SWV,50,10,6,rule,buffer,MOR,2796,0.4773
SWV,50,10,6,rule,buffer,FDD/MWKR,2794,0.4773
SWV,50,10,6,rule,buffer,LRPT,2861,0.4773
SWV,50,10,6,rule,buffer,SPT,3082,0.4773
SWV,50,10,7,rule,buffer,LTT,2852,0.4627
SWV,50,10,7,rule,buffer,MOR,2852,0.4627
SWV,50,10,7,rule,buffer,FDD/MWKR,2864,0.4627
SWV,50,10,7,rule,buffer,LRPT,2935,0.4627
SWV,50,10,7,rule,buffer,SPT,3191,0.4627
SWV,50,10,8,rule,buffer,LTT,2945,0.4793
SWV,50,10,8,rule,buffer,MOR,3067,0.4793
SWV,50,10,8,rule,buffer,FDD/MWKR,2854,0.4793
SWV,50,10,8,rule,buffer,LRPT,2979,0.4793
SWV,50,10,8,rule,buffer,SPT,3161,0.4793
SWV,50,10,9,rule,buffer,LTT,2823,0.4553
SWV,50,10,9,rule,buffer,MOR,2823,0.4553
SWV,50,10,9,rule,buffer,FDD/MWKR,2823,0.4553
SWV,50,10,9,rule,buffer,LRPT,2823,0.4553
SWV,50,10,9,rule,buffer,SPT,3125,0.4553
YN,20,20,0,rule,buffer,LTT,1031,0.3423
YN,20,20,0,rule,buffer,MOR,1051,0.3423
YN,20,20,0,rule,buffer,FDD/MWKR,1069,0.3423
YN,20,20,0,rule,buffer,LRPT,1005,0.3423
YN,20,20,0,rule,buffer,SPT,1196,0.3423
YN,20,20,1,rule,buffer,LTT,1068,0.3988
YN,20,20,1,rule,buffer,MOR,1043,0.3988
YN,20,20,1,rule,buffer,FDD/MWKR,1075,0.3988
YN,20,20,1,rule,buffer,LRPT,1081,0.3988
YN,20,20,1,rule,buffer,SPT,1256,0.3988
YN,20,20,2,rule,buffer,LTT,1106,0.3552
YN,20,20,2,rule,buffer,MOR,1045,0.3552
YN,20,20,2,rule,buffer,FDD/MWKR,1089,0.3552
YN,20,20,2,rule,buffer,LRPT,1117,0.3552
YN,20,20,2,rule,buffer,SPT,1042,0.3552
YN,20,20,3,rule,buffer,LTT,1161,0.4101
YN,20,20,3,rule,buffer,MOR,1172,0.4101
YN,20,20,3,rule,buffer,FDD/MWKR,1178,0.4101
YN,20,20,3,rule,buffer,LRPT,1164,0.4101
YN,20,20,3,rule,buffer,SPT,1273,0.4101
DMU,20,15,0,rule,buffer,LTT,3180,0.2542
DMU,20,15,0,rule,buffer,MOR,3130,0.2542
DMU,20,15,0,rule,buffer,FDD/MWKR,3265,0.2542
DMU,20,15,0,rule,buffer,LRPT,3237,0.2542
DMU,20,15,0,rule,buffer,SPT,2981,0.2542
DMU,20,15,1,rule,buffer,LTT,3278,0.2713
DMU,20,15,1,rule,buffer,MOR,3244,0.2713
DMU,20,15,1,rule,buffer,FDD/MWKR,3380,0.2713
DMU,20,15,1,rule,buffer,LRPT,3444,0.2713
DMU,20,15,1,rule,buffer,SPT,3834,0.2713
DMU,20,15,2,rule,buffer,LTT,3290,0.2611
DMU,20,15,2,rule,buffer,MOR,3288,0.2611
DMU,20,15,2,rule,buffer,FDD/MWKR,3358,0.2611
DMU,20,15,2,rule,buffer,LRPT,3411,0.2611
DMU,20,15,2,rule,buffer,SPT,3565,0.2611
DMU,20,15,3,rule,buffer,LTT,3111,0.2551
DMU,20,15,3,rule,buffer,MOR,3158,0.2551
DMU,20,15,3,rule,buffer,FDD/MWKR,3274,0.2551
DMU,20,15,3,rule,buffer,LRPT,3187,0.2551
DMU,20,15,3,rule,buffer,SPT,3303,0.2551
DMU,20,15,4,rule,buffer,LTT,3317,0.2691
DMU,20,15,4,rule,buffer,MOR,3671,0.2691
DMU,20,15,4,rule,buffer,FDD/MWKR,3388,0.2691
DMU,20,15,4,rule,buffer,LRPT,3594,0.2691
DMU,20,15,4,rule,buffer,SPT,3898,0.2691
DMU,20,15,5,rule,buffer,LTT,4264,0.301
DMU,20,15,5,rule,buffer,MOR,4067,0.301
DMU,20,15,5,rule,buffer,FDD/MWKR,4107,0.301
DMU,20,15,5,rule,buffer,LRPT,4262,0.301
DMU,20,15,5,rule,buffer,SPT,4213,0.301
DMU,20,15,6,rule,buffer,LTT,4367,0.279
DMU,20,15,6,rule,buffer,MOR,4555,0.279
DMU,20,15,6,rule,buffer,FDD/MWKR,4388,0.279
DMU,20,15,6,rule,buffer,LRPT,4631,0.279
DMU,20,15,6,rule,buffer,SPT,4217,0.279
DMU,20,15,7,rule,buffer,LTT,4188,0.295
DMU,20,15,7,rule,buffer,MOR,4412,0.295
DMU,20,15,7,rule,buffer,FDD/MWKR,4446,0.295
DMU,20,15,7,rule,buffer,LRPT,4169,0.295
DMU,20,15,7,rule,buffer,SPT,4403,0.295
DMU,20,15,8,rule,buffer,LTT,4467,0.2863
DMU,20,15,8,rule,buffer,MOR,4939,0.2863
DMU,20,15,8,rule,buffer,FDD/MWKR,4741,0.2863
DMU,20,15,8,rule,buffer,LRPT,4435,0.2863
DMU,20,15,8,rule,buffer,SPT,4437,0.2863
DMU,20,15,9,rule,buffer,LTT,4146,0.2719
DMU,20,15,9,rule,buffer,MOR,4403,0.2719
DMU,20,15,9,rule,buffer,FDD/MWKR,4272,0.2719
DMU,20,15,9,rule,buffer,LRPT,4339,0.2719
DMU,20,15,9,rule,buffer,SPT,3882,0.2719
DMU,20,20,0,rule,buffer,LTT,3797,0.3742
DMU,20,20,0,rule,buffer,MOR,3783,0.3742
DMU,20,20,0,rule,buffer,FDD/MWKR,3796,0.3742
DMU,20,20,0,rule,buffer,LRPT,3949,0.3742
DMU,20,20,0,rule,buffer,SPT,4820,0.3742
DMU,20,20,1,rule,buffer,LTT,3560,0.3598
DMU,20,20,1,rule,buffer,MOR,3745,0.3598
DMU,20,20,1,rule,buffer,FDD/MWKR,3655,0.3598
DMU,20,20,1,rule,buffer,LRPT,3691,0.3598
DMU,20,20,1,rule,buffer,SPT,3802,0.3598
DMU,20,20,2,rule,buffer,LTT,4034,0.3568
DMU,20,20,2,rule,buffer,MOR,3898,0.3568
DMU,20,20,2,rule,buffer,FDD/MWKR,3937,0.3568
DMU,20,20,2,rule,buffer,LRPT,4262,0.3568
DMU,20,20,2,rule,buffer,SPT,4520,0.3568
DMU,20,20,3,rule,buffer,LTT,3721,0.3493
DMU,20,20,3,rule,buffer,MOR,3826,0.3493
DMU,20,20,3,rule,buffer,FDD/MWKR,3812,0.3493
DMU,20,20,3,rule,buffer,LRPT,3708,0.3493
DMU,20,20,3,rule,buffer,SPT,4316,0.3493
DMU,20,20,4,rule,buffer,LTT,3545,0.3559
DMU,20,20,4,rule,buffer,MOR,3526,0.3559
DMU,20,20,4,rule,buffer,FDD/MWKR,3371,0.3559
DMU,20,20,4,rule,buffer,LRPT,3408,0.3559
DMU,20,20,4,rule,buffer,SPT,3555,0.3559
DMU,20,20,5,rule,buffer,LTT,4975,0.3917
DMU,20,20,5,rule,buffer,MOR,4967,0.3917
DMU,20,20,5,rule,buffer,FDD/MWKR,4949,0.3917
DMU,20,20,5,rule,buffer,LRPT,5251,0.3917
DMU,20,20,5,rule,buffer,SPT,5434,0.3917
DMU,20,20,6,rule,buffer,LTT,4860,0.3986
DMU,20,20,6,rule,buffer,MOR,5172,0.3986
DMU,20,20,6,rule,buffer,FDD/MWKR,5132,0.3986
DMU,20,20,6,rule,buffer,LRPT,5025,0.3986
DMU,20,20,6,rule,buffer,SPT,4634,0.3986
DMU,20,20,7,rule,buffer,LTT,4828,0.3857
DMU,20,20,7,rule,buffer,MOR,4831,0.3857
DMU,20,20,7,rule,buffer,FDD/MWKR,4795,0.3857
DMU,20,20,7,rule,buffer,LRPT,5101,0.3857
DMU,20,20,7,rule,buffer,SPT,4835,0.3857
DMU,20,20,8,rule,buffer,LTT,4605,0.3655
DMU,20,20,8,rule,buffer,MOR,4880,0.3655
DMU,20,20,8,rule,buffer,FDD/MWKR,4765,0.3655
DMU,20,20,8,rule,buffer,LRPT,5016,0.3655
DMU,20,20,8,rule,buffer,SPT,4825,0.3655
DMU,20,20,9,rule,buffer,LTT,4742,0.3758
DMU,20,20,9,rule,buffer,MOR,4961,0.3758
DMU,20,20,9,rule,buffer,FDD/MWKR,5132,0.3758
DMU,20,20,9,rule,buffer,LRPT,4807,0.3758
DMU,20,20,9,rule,buffer,SPT,4853,0.3758
DMU,30,15,0,rule,buffer,LTT,4457,0.4037
DMU,30,15,0,rule,buffer,MOR,4520,0.4037
DMU,30,15,0,rule,buffer,FDD/MWKR,4509,0.4037
DMU,30,15,0,rule,buffer,LRPT,4593,0.4037
DMU,30,15,0,rule,buffer,SPT,4462,0.4037
DMU,30,15,1,rule,buffer,LTT,4017,0.4416
DMU,30,15,1,rule,buffer,MOR,4187,0.4416
DMU,30,15,1,rule,buffer,FDD/MWKR,4250,0.4416
DMU,30,15,1,rule,buffer,LRPT,4193,0.4416
DMU,30,15,1,rule,buffer,SPT,4778,0.4416
DMU,30,15,2,rule,buffer,LTT,4419,0.429
DMU,30,15,2,rule,buffer,MOR,4450,0.429
DMU,30,15,2,rule,buffer,FDD/MWKR,4515,0.429
DMU,30,15,2,rule,buffer,LRPT,4571,0.429
DMU,30,15,2,rule,buffer,SPT,4956,0.429
DMU,30,15,3,rule,buffer,LTT,3926,0.4264
DMU,30,15,3,rule,buffer,MOR,4027,0.4264
DMU,30,15,3,rule,buffer,FDD/MWKR,3878,0.4264
DMU,30,15,3,rule,buffer,LRPT,4144,0.4264
DMU,30,15,3,rule,buffer,SPT,4914,0.4264
DMU,30,15,4,rule,buffer,LTT,4252,0.4784
DMU,30,15,4,rule,buffer,MOR,4126,0.4784
DMU,30,15,4,rule,buffer,FDD/MWKR,4050,0.4784
DMU,30,15,4,rule,buffer,LRPT,4375,0.4784
DMU,30,15,4,rule,buffer,SPT,4116,0.4784
DMU,30,15,5,rule,buffer,LTT,5603,0.4448
DMU,30,15,5,rule,buffer,MOR,6342,0.4448
DMU,30,15,5,rule,buffer,FDD/MWKR,5924,0.4448
DMU,30,15,5,rule,buffer,LRPT,5950,0.4448
DMU,30,15,5,rule,buffer,SPT,5833,0.4448
DMU,30,15,6,rule,buffer,LTT,5673,0.4376
DMU,30,15,6,rule,buffer,MOR,6115,0.4376
DMU,30,15,6,rule,buffer,FDD/MWKR,6181,0.4376
DMU,30,15,6,rule,buffer,LRPT,5741,0.4376
